INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Theft from Motor Vehicle,16100 FRASER HWY,1,2019,19-58711
Theft from Motor Vehicle,14800 104TH AVE,4,2019,19-58735
Theft from Motor Vehicle,9000 152ND ST,4,2019,19-58867
Theft from Motor Vehicle,8200 144TH ST,4,2019,19-59036
Theft from Motor Vehicle,10200 149TH ST,4,2019,19-59151
Theft from Motor Vehicle,10200 146TH ST,4,2019,19-59163
Theft from Motor Vehicle,8300 158TH ST,4,2019,19-59282
Theft from Motor Vehicle,9000 149TH ST,4,2019,19-59751
Theft from Motor Vehicle,14600 104TH AVE,4,2019,19-59861
Theft from Motor Vehicle,8600 148A ST,4,2019,19-60151
Theft from Motor Vehicle,10000 148TH ST,4,2019,19-60399
Theft from Motor Vehicle,14900 98A AVE,4,2019,19-60561
Theft from Motor Vehicle,15700 99A AVE,4,2019,19-60988
Theft from Motor Vehicle,9500 152ND ST,4,2019,19-61009
Theft from Motor Vehicle,9700 151B ST,4,2019,19-61063
Theft from Motor Vehicle,9800 156TH ST,4,2019,19-61124
Theft from Motor Vehicle,15400 94TH AVE,4,2019,19-61365
Theft from Motor Vehicle,11300 ROXBURGH RD,4,2019,19-61590
Theft from Motor Vehicle,10600 150TH ST,4,2019,19-55289
Theft from Motor Vehicle,14800 100TH AVE,4,2019,19-56948
Theft from Motor Vehicle,10400 GLENMOOR PL,4,2019,19-57285
Theft from Motor Vehicle,10000 148TH ST,4,2019,19-58530
Theft from Motor Vehicle,15400 95TH AVE,4,2019,19-59116
Theft from Motor Vehicle,10000 148TH ST,4,2019,19-60296
Theft from Motor Vehicle,79A AVE / 166B ST,4,2019,19-57349
Theft from Motor Vehicle,12800 80TH AVE,1,2019,19-2558
Theft from Motor Vehicle,6800 142ND ST,1,2019,19-2897
Theft from Motor Vehicle,6000 140TH ST,1,2019,19-7625
Theft from Motor Vehicle,5800 147A ST,3,2019,19-36032
Theft from Motor Vehicle,7300 150A ST,3,2019,19-38525
Theft from Motor Vehicle,5800 125TH ST,3,2019,19-39557
Theft from Motor Vehicle,6600 HAMPTON BLVD E,3,2019,19-44723
Theft from Motor Vehicle,12900 76TH AVE,3,2019,19-44780
Theft from Motor Vehicle,13700 88TH AVE,3,2019,19-45292
Theft from Motor Vehicle,12700 78TH AVE,4,2019,19-45715
Theft from Motor Vehicle,8100 130TH ST,3,2019,19-45799
Theft from Motor Vehicle,14600 67B AVE,4,2019,19-45823
Theft from Motor Vehicle,8300 128TH ST,3,2019,19-45930
Theft from Motor Vehicle,12900 73RD AVE,3,2019,19-45990
Theft from Motor Vehicle,128TH ST / 80TH AVE,4,2019,19-46117
Theft from Motor Vehicle,6200 146TH ST,4,2019,19-46207
Theft from Motor Vehicle,7100 138TH ST,4,2019,19-46403
Theft from Motor Vehicle,8300 128TH ST,4,2019,19-46468
Theft from Motor Vehicle,7400 KING GEORGE BLVD,4,2019,19-46540
Theft from Motor Vehicle,8200 129TH ST,3,2019,19-46812
Theft from Motor Vehicle,8200 129TH ST,4,2019,19-46938
Theft from Motor Vehicle,12600 60TH AVE,4,2019,19-46985
Theft from Motor Vehicle,7500 130TH ST,4,2019,19-47015
Theft from Motor Vehicle,KING GEORGE BLVD / 56TH AVE,4,2019,19-47967
Theft from Motor Vehicle,13200 61A AVE,4,2019,19-48532
Theft from Motor Vehicle,7900 128TH ST,4,2019,19-48581
Theft from Motor Vehicle,134A ST / 71ST AVE,4,2019,19-48617
Theft from Motor Vehicle,132ND ST / 80TH AVE,3,2019,19-48629
Theft from Motor Vehicle,7100 HALL RD,4,2019,19-48793
Theft from Motor Vehicle,13700 74TH AVE,4,2019,19-49172
Theft from Motor Vehicle,6900 135TH ST,4,2019,19-49315
Theft from Motor Vehicle,7900 128TH ST,4,2019,19-49337
Theft from Motor Vehicle,12100 72ND AVE,4,2019,19-49395
Theft from Motor Vehicle,7800 132ND ST,4,2019,19-49700
Theft from Motor Vehicle,13400 67TH AVE,4,2019,19-49718
Theft from Motor Vehicle,7000 KING GEORGE BLVD,4,2019,19-49895
Theft from Motor Vehicle,14500 74TH AVE,4,2019,19-49957
Theft from Motor Vehicle,6100 141ST ST,4,2019,19-49988
Theft from Motor Vehicle,12800 85TH AVE,4,2019,19-50049
Theft from Motor Vehicle,14200 62ND AVE,4,2019,19-50106
Theft from Motor Vehicle,13300 68TH AVE,4,2019,19-50397
Theft from Motor Vehicle,14100 61ST AVE,4,2019,19-50528
Theft from Motor Vehicle,144TH ST / 60TH AVE,4,2019,19-50794
Theft from Motor Vehicle,6600 133RD ST,4,2019,19-51223
Theft from Motor Vehicle,12600 67B AVE,4,2019,19-51593
Theft from Motor Vehicle,13100 84TH AVE,4,2019,19-51642
Theft from Motor Vehicle,5900 126A ST,4,2019,19-51728
Theft from Motor Vehicle,13000 84TH AVE,4,2019,19-51737
Theft from Motor Vehicle,6400 128B ST,3,2019,19-51879
Theft from Motor Vehicle,13700 88TH AVE,4,2019,19-51899
Theft from Motor Vehicle,6200 129A ST,4,2019,19-52021
Theft from Motor Vehicle,7600 134TH ST,4,2019,19-52028
Theft from Motor Vehicle,6600 123A ST,4,2019,19-52254
Theft from Motor Vehicle,128TH ST / 82ND AVE,4,2019,19-52329
Theft from Motor Vehicle,128TH ST / 84TH AVE,4,2019,19-52497
Theft from Motor Vehicle,6200 144TH ST,4,2019,19-52736
Theft from Motor Vehicle,13700 88TH AVE,4,2019,19-52851
Theft from Motor Vehicle,7600 KING GEORGE BLVD,4,2019,19-53007
Theft from Motor Vehicle,14000 71A AVE,4,2019,19-53025
Theft from Motor Vehicle,8100 120A ST,4,2019,19-53066
Theft from Motor Vehicle,12800 80TH AVE,4,2019,19-53256
Theft from Motor Vehicle,7300 KING GEORGE BLVD,4,2019,19-53333
Theft from Motor Vehicle,13700 62ND AVE,4,2019,19-53515
Theft from Motor Vehicle,13500 78TH AVE,4,2019,19-53720
Theft from Motor Vehicle,7400 144TH ST,4,2019,19-53745
Theft from Motor Vehicle,7400 135TH ST,4,2019,19-53872
Theft from Motor Vehicle,64TH AVE / 121ST ST,4,2019,19-54370
Theft from Motor Vehicle,13700 88TH AVE,4,2019,19-54432
Theft from Motor Vehicle,7300 KING GEORGE BLVD,4,2019,19-54468
Theft from Motor Vehicle,4800 131A ST,4,2019,19-54530
Theft from Motor Vehicle,15100 70A AVE,4,2019,19-54990
Theft from Motor Vehicle,14200 85B AVE,4,2019,19-55302
Theft from Motor Vehicle,7100 138TH ST,4,2019,19-55348
Theft from Motor Vehicle,7800 123RD ST,4,2019,19-55899
Theft from Motor Vehicle,12500 66TH AVE,4,2019,19-55932
Theft from Motor Vehicle,7700 145A ST,4,2019,19-56135
Theft from Motor Vehicle,12500 66TH AVE,4,2019,19-56548
Theft from Motor Vehicle,8600 TULSY CRES,4,2019,19-56628
Theft from Motor Vehicle,67TH AVE / 132ND ST,4,2019,19-56653
Theft from Motor Vehicle,74TH AVE / KING GEORGE BLVD,4,2019,19-56678
Theft from Motor Vehicle,7200 149A ST,4,2019,19-56718
Theft from Motor Vehicle,7400 135TH ST,4,2019,19-56825
Theft from Motor Vehicle,12100 72ND AVE,4,2019,19-56837
Theft from Motor Vehicle,13400 70B AVE,4,2019,19-57004
Theft from Motor Vehicle,12700 78TH AVE,4,2019,19-57083
Theft from Motor Vehicle,137TH ST / 72ND AVE,4,2019,19-57249
Theft from Motor Vehicle,8100 120A ST,4,2019,19-57289
Theft from Motor Vehicle,8400 124TH ST,4,2019,19-57368
Theft from Motor Vehicle,8300 140TH ST,4,2019,19-57397
Theft from Motor Vehicle,6400 KING GEORGE BLVD,2,2019,19-57574
Theft from Motor Vehicle,13600 62ND AVE,4,2019,19-57692
Theft from Motor Vehicle,8100 128TH ST,4,2019,19-57971
Theft from Motor Vehicle,13400 COMBER WAY,4,2019,19-58478
Theft from Motor Vehicle,13000 64A AVE,4,2019,19-59194
Theft from Motor Vehicle,12300 72A AVE,4,2019,19-59199
Theft from Motor Vehicle,13300 68TH AVE,4,2019,19-59997
Theft from Motor Vehicle,6700 124TH ST,4,2019,19-60256
Theft from Motor Vehicle,5800 140A PL,4,2019,19-60316
Theft from Motor Vehicle,5800 129TH ST,4,2019,19-60333
Theft from Motor Vehicle,12900 62ND AVE,4,2019,19-60829
Theft from Motor Vehicle,12900 73RD AVE,4,2019,19-61367
Theft from Motor Vehicle,6100 150TH ST,4,2019,19-46691
Theft from Motor Vehicle,12900 65TH AVE,4,2019,19-61254
Theft from Motor Vehicle,6300 168TH ST,1,2019,19-1337
Theft from Motor Vehicle,70TH AVE / 194A ST,1,2019,19-6354
Theft from Motor Vehicle,9200 176TH ST,2,2019,19-17824
Theft from Motor Vehicle,19300 56TH AVE,3,2019,19-35860
Theft from Motor Vehicle,6500 CLAYTONWOOD PL,3,2019,19-37347
Theft from Motor Vehicle,18900 70TH AVE,3,2019,19-39169
Theft from Motor Vehicle,16700 61ST AVE,3,2019,19-40418
Theft from Motor Vehicle,19300 98A AVE,3,2019,19-43780
Theft from Motor Vehicle,19000 88TH AVE,4,2019,19-46475
Theft from Motor Vehicle,6000 181A ST,4,2019,19-46730
Theft from Motor Vehicle,7100 195A ST,4,2019,19-46795
Theft from Motor Vehicle,19300 LANGLEY BPS,3,2019,19-46868
Theft from Motor Vehicle,16600 63RD AVE,4,2019,19-46885
Theft from Motor Vehicle,9500 192ND ST,4,2019,19-47337
Theft from Motor Vehicle,19400 96TH AVE,4,2019,19-47432
Theft from Motor Vehicle,17600 66A AVE,4,2019,19-47514
Theft from Motor Vehicle,6300 167A ST,4,2019,19-47521
Theft from Motor Vehicle,6000 191A ST,4,2019,19-48186
Theft from Motor Vehicle,188TH ST / 63RD AVE,4,2019,19-48502
Theft from Motor Vehicle,8600 HARVIE RD,4,2019,19-48575
Theft from Motor Vehicle,8600 HARVIE RD,4,2019,19-49059
Theft from Motor Vehicle,6300 168TH ST,4,2019,19-49529
Theft from Motor Vehicle,17100 64TH AVE,4,2019,19-49539
Theft from Motor Vehicle,19100 94TH AVE,4,2019,19-49669
Theft from Motor Vehicle,18500 96TH AVE,4,2019,19-49692
Theft from Motor Vehicle,5300 192ND ST,4,2019,19-49709
Theft from Motor Vehicle,67A AVE / 190TH ST,4,2019,19-49823
Theft from Motor Vehicle,19200 72A AVE,4,2019,19-50080
Theft from Motor Vehicle,17500 59TH AVE,4,2019,19-50112
Theft from Motor Vehicle,18700 64TH AVE,4,2019,19-50136
Theft from Motor Vehicle,17100 64TH AVE,4,2019,19-50257
Theft from Motor Vehicle,6400 195A ST,4,2019,19-50440
Theft from Motor Vehicle,6700 193A ST,4,2019,19-50559
Theft from Motor Vehicle,58TH AVE / 180TH ST,4,2019,19-50603
Theft from Motor Vehicle,6000 BROOKS CRES,4,2019,19-50705
Theft from Motor Vehicle,6400 195A ST,4,2019,19-51036
Theft from Motor Vehicle,16700 57TH AVE,4,2019,19-51072
Theft from Motor Vehicle,18800 69TH AVE,4,2019,19-51416
Theft from Motor Vehicle,5900 172ND ST,4,2019,19-51653
Theft from Motor Vehicle,72ND AVE / 192ND ST,4,2019,19-52126
Theft from Motor Vehicle,8400 171ST ST,4,2019,19-52742
Theft from Motor Vehicle,17200 62A AVE,4,2019,19-52774
Theft from Motor Vehicle,19200 65TH AVE,4,2019,19-53189
Theft from Motor Vehicle,6400 195A ST,4,2019,19-53275
Theft from Motor Vehicle,16300 59TH AVE,4,2019,19-53364
Theft from Motor Vehicle,18800 69TH AVE,4,2019,19-53415
Theft from Motor Vehicle,6700 192ND ST,4,2019,19-53568
Theft from Motor Vehicle,6200 167B ST,4,2019,19-53672
Theft from Motor Vehicle,6300 165A ST,4,2019,19-53674
Theft from Motor Vehicle,6400 194TH ST,4,2019,19-53692
Theft from Motor Vehicle,17100 60TH AVE,4,2019,19-53751
Theft from Motor Vehicle,6700 193RD ST,4,2019,19-54171
Theft from Motor Vehicle,6400 194TH ST,4,2019,19-54332
Theft from Motor Vehicle,18100 66TH AVE,4,2019,19-54941
Theft from Motor Vehicle,18800 70TH AVE,4,2019,19-55048
Theft from Motor Vehicle,177B ST / 57TH AVE,4,2019,19-55294
Theft from Motor Vehicle,6400 185A ST,4,2019,19-55328
Theft from Motor Vehicle,16800 82ND AVE,4,2019,19-55333
Theft from Motor Vehicle,19000 67A AVE,4,2019,19-55908
Theft from Motor Vehicle,19100 70TH AVE,4,2019,19-55941
Theft from Motor Vehicle,19100 59A AVE,4,2019,19-56474
Theft from Motor Vehicle,19400 68TH AVE,4,2019,19-56549
Theft from Motor Vehicle,19200 69A AVE,4,2019,19-56592
Theft from Motor Vehicle,5300 192ND ST,4,2019,19-56826
Theft from Motor Vehicle,5800 176A ST,4,2019,19-56924
Theft from Motor Vehicle,5900 182ND ST,4,2019,19-56993
Theft from Motor Vehicle,9900 BARNSTON DR E,4,2019,19-57073
Theft from Motor Vehicle,5600 186A ST,4,2019,19-57284
Theft from Motor Vehicle,6500 194TH ST,4,2019,19-57860
Theft from Motor Vehicle,6500 194TH ST,4,2019,19-57862
Theft from Motor Vehicle,6500 194TH ST,4,2019,19-57893
Theft from Motor Vehicle,19300 LANGLEY BPS,4,2019,19-57947
Theft from Motor Vehicle,16900 GREENBROOK DR,4,2019,19-58306
Theft from Motor Vehicle,7200 189TH ST,4,2019,19-58508
Theft from Motor Vehicle,184TH ST / 64TH AVE,4,2019,19-59060
Theft from Motor Vehicle,18900 68TH AVE,4,2019,19-59064
Theft from Motor Vehicle,18500 64TH AVE,4,2019,19-59072
Theft from Motor Vehicle,18300 CLAYTONWOOD CRES,4,2019,19-59341
Theft from Motor Vehicle,18500 64B AVE,4,2019,19-60349
Theft from Motor Vehicle,6400 184TH ST,4,2019,19-60365
Theft from Motor Vehicle,6900 195A ST,4,2019,19-61353
Theft from Motor Vehicle,5600 LANDMARK WAY,4,2019,19-61521
Theft from Motor Vehicle,6400 195A ST,4,2019,19-49520
Theft from Motor Vehicle,5900 177B ST,4,2019,19-56985
Theft from Motor Vehicle,19400 94TH AVE,4,2019,19-57566
Theft from Motor Vehicle,19400 65TH AVE,4,2019,19-57863
Theft from Motor Vehicle,188TH ST / 68TH AVE,4,2019,19-56391
Theft from Motor Vehicle,16000 24TH AVE,1,2019,19-1503
Theft from Motor Vehicle,15600 28TH AVE,1,2019,19-1650
Theft from Motor Vehicle,176TH ST / 24TH AVE,1,2019,19-1693
Theft from Motor Vehicle,13400 15TH AVE,1,2019,19-2243
Theft from Motor Vehicle,23RD AVE / 163RD ST,1,2019,19-5171
Theft from Motor Vehicle,2600 162ND ST,1,2019,19-5196
Theft from Motor Vehicle,15100 32ND AVE,2,2019,19-17434
Theft from Motor Vehicle,2300 153RD ST,3,2019,19-36912
Theft from Motor Vehicle,14600 16TH AVE,3,2019,19-43737
Theft from Motor Vehicle,15600 ROSEMARY HEIGHTS CRES,3,2019,19-44621
Theft from Motor Vehicle,2200 163RD ST,3,2019,19-44846
Theft from Motor Vehicle,3100 MCBRIDE AVE,3,2019,19-45515
Theft from Motor Vehicle,3500 191ST ST,3,2019,19-45835
Theft from Motor Vehicle,15800 29A AVE,4,2019,19-46244
Theft from Motor Vehicle,2ND AVE / 176TH ST,3,2019,19-46255
Theft from Motor Vehicle,150900 20TH AVE,4,2019,19-46288
Theft from Motor Vehicle,2300 160TH ST,4,2019,19-46397
Theft from Motor Vehicle,3100 MCBRIDE AVE,4,2019,19-46454
Theft from Motor Vehicle,13800 19A AVE,4,2019,19-46832
Theft from Motor Vehicle,14100 23A AVE,4,2019,19-47571
Theft from Motor Vehicle,17200 2ND AVE,4,2019,19-47617
Theft from Motor Vehicle,2300 141ST ST,4,2019,19-47663
Theft from Motor Vehicle,1700 142ND ST,4,2019,19-47911
Theft from Motor Vehicle,14300 31A AVE,4,2019,19-48001
Theft from Motor Vehicle,16100 9TH AVE,4,2019,19-49081
Theft from Motor Vehicle,SOUTHMERE CRES E / 19TH AVE,4,2019,19-49379
Theft from Motor Vehicle,24TH AVE / 165TH ST,4,2019,19-49491
Theft from Motor Vehicle,2500 KING GEORGE BLVD,4,2019,19-49536
Theft from Motor Vehicle,3500 150A ST,4,2019,19-49554
Theft from Motor Vehicle,13400 26TH AVE,4,2019,19-49575
Theft from Motor Vehicle,2000 152ND ST,4,2019,19-49581
Theft from Motor Vehicle,2800 158TH ST,4,2019,19-49744
Theft from Motor Vehicle,3000 KING GEORGE BLVD,3,2019,19-49757
Theft from Motor Vehicle,3200 176TH ST,4,2019,19-50002
Theft from Motor Vehicle,2600 127TH ST,4,2019,19-50591
Theft from Motor Vehicle,1700 152ND ST,4,2019,19-50682
Theft from Motor Vehicle,3600 KING GEORGE BLVD,4,2019,19-50826
Theft from Motor Vehicle,160TH ST / CROYDON DR,4,2019,19-51365
Theft from Motor Vehicle,1700 148TH ST,4,2019,19-51463
Theft from Motor Vehicle,17500 28B AVE,4,2019,19-51752
Theft from Motor Vehicle,16700 28TH AVE,4,2019,19-51847
Theft from Motor Vehicle,2400 KING GEORGE BLVD,4,2019,19-52237
Theft from Motor Vehicle,3600 KING GEORGE BLVD,4,2019,19-52321
Theft from Motor Vehicle,168TH ST / 21ST AVE,4,2019,19-52504
Theft from Motor Vehicle,2200 134TH ST,4,2019,19-53069
Theft from Motor Vehicle,2800 192ND ST,4,2019,19-53113
Theft from Motor Vehicle,16300 27B AVE,4,2019,19-53134
Theft from Motor Vehicle,136TH ST / CRESCENT RD,4,2019,19-53678
Theft from Motor Vehicle,2600 164TH ST,4,2019,19-53787
Theft from Motor Vehicle,14800 17TH AVE,4,2019,19-54156
Theft from Motor Vehicle,2400 192ND ST,4,2019,19-54815
Theft from Motor Vehicle,1800 145TH ST,4,2019,19-55010
Theft from Motor Vehicle,16300 14TH AVE,4,2019,19-55971
Theft from Motor Vehicle,2700 MCKENZIE AVE,4,2019,19-56308
Theft from Motor Vehicle,15700 MCBETH RD,4,2019,19-56530
Theft from Motor Vehicle,13300 MARINE DR,4,2019,19-57080
Theft from Motor Vehicle,BEECHER ST / TAYLOR LANE,4,2019,19-57100
Theft from Motor Vehicle,KING GEORGE BLVD / 44TH AVE,4,2019,19-57523
Theft from Motor Vehicle,17400 18TH AVE,4,2019,19-57657
Theft from Motor Vehicle,2100 165B ST,4,2019,19-57768
Theft from Motor Vehicle,2000 156A ST,4,2019,19-57997
Theft from Motor Vehicle,15100 34TH AVE,4,2019,19-58280
Theft from Motor Vehicle,13300 15B AVE,4,2019,19-58500
Theft from Motor Vehicle,12900 14A AVE,4,2019,19-58527
Theft from Motor Vehicle,1500 133A ST,4,2019,19-58599
Theft from Motor Vehicle,1800 140B ST,2,2019,19-58650
Theft from Motor Vehicle,1800 SOUTHMERE CRES E,4,2019,19-60428
Theft from Motor Vehicle,13200 28TH AVE,4,2019,19-61341
Theft from Motor Vehicle,16500 25A AVE,4,2019,19-61369
Theft from Motor Vehicle,3000 HILLVIEW CRT,3,2019,19-46327
Theft from Motor Vehicle,2800 141ST ST,4,2019,19-55493
Shoplifting,10400 KING GEORGE BLVD,4,2019,19-45631
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-45819
Shoplifting,10400 KING GEORGE BLVD,4,2019,19-46372
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-46393
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-46648
Shoplifting,12700 110TH AVE,4,2019,19-47194
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-48152
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-48273
Shoplifting,104TH AVE / KING GEORGE BLVD,4,2019,19-48531
Shoplifting,12700 110TH AVE,4,2019,19-48714
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-48739
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-49034
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-49077
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-49308
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-49605
Shoplifting,10000 KING GEORGE BLVD,4,2019,19-49643
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-49771
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-49810
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-50231
Shoplifting,12700 110TH AVE,4,2019,19-50289
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-50346
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-50350
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-50450
Shoplifting,9500 KING GEORGE BLVD,4,2019,19-50997
Shoplifting,10200 KING GEORGE BLVD,4,2019,19-51187
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51226
Shoplifting,12700 110TH AVE,4,2019,19-51238
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-51243
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51248
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51251
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51256
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51258
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51270
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51279
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-51313
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51315
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51338
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51348
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51368
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51369
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51372
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51375
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51384
Shoplifting,10800 CITY PKWY,4,2019,19-51396
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51421
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51444
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51452
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51460
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-51496
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-51754
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-52363
Shoplifting,12700 110TH AVE,4,2019,19-52368
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-52389
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-52403
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-52897
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-53197
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-53495
Shoplifting,13400 102ND AVE,4,2019,19-53765
Shoplifting,12700 110TH AVE,4,2019,19-54035
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-54057
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-54298
Shoplifting,104TH AVE / KING GEORGE BLVD,4,2019,19-54540
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-54548
Shoplifting,102ND AVE / MALL ACCESS,4,2019,19-55009
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-56107
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-56584
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-56965
Shoplifting,12700 110TH AVE,4,2019,19-57093
Shoplifting,10500 KING GEORGE BLVD,4,2019,19-57238
Shoplifting,13100 104TH AVE,4,2019,19-57340
Shoplifting,104TH AVE / KING GEORGE BLVD,4,2019,19-58163
Shoplifting,10800 132ND ST,4,2019,19-58465
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-59329
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-59397
Shoplifting,10200 WHALLEY BLVD,4,2019,19-59798
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-59826
Shoplifting,10600 KING GEORGE BLVD,4,2019,19-59992
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-59909
Shoplifting,13900 FRASER HWY,4,2019,19-60281
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-60853
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-60867
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-60971
Shoplifting,13900 FRASER HWY,4,2019,19-61086
Shoplifting,12700 110TH AVE,4,2019,19-61084
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-61356
Shoplifting,12700 110TH AVE,4,2019,19-61549
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-61591
Shoplifting,13600 102ND AVE,4,2019,19-61653
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-61801
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-61820
Shoplifting,10100 KING GEORGE BLVD,3,2019,19-40539
Shoplifting,10300 KING GEORGE BLVD,3,2019,19-43200
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-47112
Shoplifting,12700 110TH AVE,4,2019,19-47621
Shoplifting,12700 110TH AVE,4,2019,19-47729
Shoplifting,10200 WHALLEY BLVD,4,2019,19-51263
Shoplifting,12700 110TH AVE,4,2019,19-51445
Shoplifting,12700 110TH AVE,4,2019,19-52924
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-54439
Shoplifting,10100 KING GEORGE BLVD,4,2019,19-56603
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-57092
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-59747
Shoplifting,10300 KING GEORGE BLVD,4,2019,19-61633
Shoplifting,10700 KING GEORGE BLVD,4,2019,19-53695
Shoplifting,10300 152ND ST,4,2019,19-46041
Shoplifting,14600 104TH AVE,4,2019,19-46408
Shoplifting,10300 152ND ST,4,2019,19-46639
Shoplifting,10300 152ND ST,4,2019,19-47246
Shoplifting,8900 152ND ST,4,2019,19-47252
Shoplifting,15900 FRASER HWY,4,2019,19-47468
Shoplifting,14800 103A AVE,4,2019,19-47529
Shoplifting,10300 152ND ST,4,2019,19-47565
Shoplifting,14600 104TH AVE,4,2019,19-47589
Shoplifting,10400 152ND ST,4,2019,19-47650
Shoplifting,15300 FRASER HWY,4,2019,19-48103
Shoplifting,14600 104TH AVE,4,2019,19-48126
Shoplifting,15900 FRASER HWY,4,2019,19-48650
Shoplifting,10300 152ND ST,4,2019,19-48700
Shoplifting,14600 104TH AVE,4,2019,19-48716
Shoplifting,10300 152ND ST,4,2019,19-48800
Shoplifting,10300 152ND ST,4,2019,19-49112
Shoplifting,10300 152ND ST,4,2019,19-49204
Shoplifting,8900 152ND ST,4,2019,19-49644
Shoplifting,10400 152ND ST,4,2019,19-49769
Shoplifting,8900 152ND ST,4,2019,19-49804
Shoplifting,10300 152ND ST,4,2019,19-49836
Shoplifting,14600 104TH AVE,4,2019,19-49901
Shoplifting,14600 104TH AVE,4,2019,19-49907
Shoplifting,10300 152ND ST,4,2019,19-50273
Shoplifting,15300 FRASER HWY,4,2019,19-50690
Shoplifting,10300 152ND ST,4,2019,19-50725
Shoplifting,8900 152ND ST,4,2019,19-50735
Shoplifting,14600 104TH AVE,4,2019,19-51330
Shoplifting,14600 104TH AVE,4,2019,19-51464
Shoplifting,15900 FRASER HWY,4,2019,19-51962
Shoplifting,14600 104TH AVE,4,2019,19-53326
Shoplifting,15300 104TH AVE,4,2019,19-53742
Shoplifting,14600 104TH AVE,4,2019,19-53889
Shoplifting,15900 FRASER HWY,4,2019,19-54284
Shoplifting,10300 152ND ST,4,2019,19-54418
Shoplifting,10300 152ND ST,4,2019,19-54571
Shoplifting,8800 152ND ST,4,2019,19-54732
Shoplifting,14600 104TH AVE,4,2019,19-55988
Shoplifting,10300 152ND ST,4,2019,19-56291
Shoplifting,10400 152ND ST,4,2019,19-56586
Shoplifting,10300 152ND ST,4,2019,19-56629
Shoplifting,10400 152ND ST,4,2019,19-56674
Shoplifting,8900 152ND ST,4,2019,19-56757
