INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Break and Enter - Residence,10200 132ND ST,3,2020,20-47516
Break and Enter - Residence,9400 135TH ST,3,2020,20-48119
Break and Enter - Residence,11700 RIVER RD,3,2020,20-48529
Break and Enter - Residence,10400 125B ST,3,2020,20-38561
Break and Enter - Residence,12900 111TH AVE,3,2020,20-41187
Break and Enter - Business,10600 151A ST,3,2020,20-32528
Break and Enter - Business,15300 102A AVE,3,2020,20-32539
Break and Enter - Business,10400 148TH ST,3,2020,20-32730
Break and Enter - Business,10100 149TH ST,3,2020,20-32817
Break and Enter - Business,15200 100TH AVE,3,2020,20-33663
Break and Enter - Business,14400 104TH AVE,3,2020,20-36961
Break and Enter - Business,10500 154TH ST,3,2020,20-37677
Break and Enter - Business,10500 154TH ST,3,2020,20-37678
Break and Enter - Business,10300 152ND ST,3,2020,20-38052
Break and Enter - Business,15100 FRASER HWY,3,2020,20-38322
Break and Enter - Business,15300 105TH AVE,3,2020,20-38704
Break and Enter - Business,13800 HANSEN RD,3,2020,20-38819
Break and Enter - Business,15200 104TH AVE,3,2020,20-40216
Break and Enter - Business,16000 108TH AVE,3,2020,20-41810
Break and Enter - Business,8400 151ST ST,3,2020,20-43772
Break and Enter - Business,15300 101ST AVE,3,2020,20-44322
Break and Enter - Business,14300 104TH AVE,3,2020,20-44613
Break and Enter - Business,8400 160TH ST,3,2020,20-45011
Break and Enter - Business,10100 152ND ST,3,2020,20-45024
Break and Enter - Business,14300 104TH AVE,3,2020,20-45901
Break and Enter - Business,10300 144TH ST,3,2020,20-47381
Break and Enter - Business,10500 144TH ST,3,2020,20-47464
Break and Enter - Business,8600 160TH ST,3,2020,20-47614
Break and Enter - Business,8900 160TH ST,3,2020,20-47848
Break and Enter - Residence,10300 148TH ST,3,2020,20-32643
Break and Enter - Residence,14800 105TH AVE,3,2020,20-32672
Break and Enter - Residence,14900 SPENSER DR,2,2020,20-800112
Break and Enter - Residence,15000 108TH AVE,3,2020,20-34025
Break and Enter - Residence,15800 82ND AVE,3,2020,20-34049
Break and Enter - Residence,15700 92B AVE,3,2020,20-34082
Break and Enter - Residence,15700 92B AVE,3,2020,20-34117
Break and Enter - Residence,14900 108TH AVE,3,2020,20-34359
Break and Enter - Residence,16100 89A AVE,3,2020,20-34739
Break and Enter - Residence,8500 164TH ST,3,2020,20-34912
Break and Enter - Residence,9700 161A ST,3,2020,20-35523
Break and Enter - Residence,14000 106TH AVE,3,2020,20-35940
Break and Enter - Residence,14600 105A AVE,3,2020,20-36038
Break and Enter - Residence,8600 147A ST,3,2020,20-36733
Break and Enter - Residence,10900 152ND ST,3,2020,20-37102
Break and Enter - Residence,14000 106TH AVE,3,2020,20-37145
Break and Enter - Residence,15000 108TH AVE,3,2020,20-41264
Break and Enter - Residence,16200 94TH AVE,3,2020,20-41542
Break and Enter - Residence,10400 140B ST,3,2020,20-41903
Break and Enter - Residence,16800 BOXWOOD DR,3,2020,20-41978
Break and Enter - Residence,14800 105TH AVE,3,2020,20-46516
Break and Enter - Business,12100 84TH AVE,3,2020,20-32217
Break and Enter - Business,12500 88TH AVE,3,2020,20-32437
Break and Enter - Business,8700 132ND ST,3,2020,20-32612
Break and Enter - Business,12000 88TH AVE,3,2020,20-32704
Break and Enter - Business,12500 88TH AVE,3,2020,20-33129
Break and Enter - Business,12500 88TH AVE,3,2020,20-33569
Break and Enter - Business,8400 124TH ST,3,2020,20-36396
Break and Enter - Business,7100 HALL RD,3,2020,20-37458
Break and Enter - Business,12300 84TH AVE,3,2020,20-37589
Break and Enter - Business,12800 76TH AVE,3,2020,20-39186
Break and Enter - Business,12800 76TH AVE,3,2020,20-41862
Break and Enter - Business,12900 ANVIL WAY,3,2020,20-42076
Break and Enter - Business,14100 62ND AVE,3,2020,20-43528
Break and Enter - Business,7800 128TH ST,3,2020,20-44002
Break and Enter - Business,13400 72ND AVE,3,2020,20-44082
Break and Enter - Business,13700 72ND AVE,3,2020,20-44201
Break and Enter - Business,7900 130TH ST,3,2020,20-44368
Break and Enter - Business,7100 121ST ST,3,2020,20-47712
Break and Enter - Business,12000 66TH AVE,3,2020,20-47788
Break and Enter - Business,13500 78TH AVE,3,2020,20-48546
Break and Enter - Residence,6400 124A ST,3,2020,20-34194
Break and Enter - Residence,14900 63RD AVE,3,2020,20-35310
Break and Enter - Residence,14500 68TH AVE,3,2020,20-36215
Break and Enter - Residence,14300 66A AVE,3,2020,20-39683
Break and Enter - Residence,6100 151ST ST,3,2020,20-42766
Break and Enter - Residence,13300 70B AVE,3,2020,20-44055
Break and Enter - Residence,5500 KING GEORGE BLVD,3,2020,20-44220
Break and Enter - Residence,12400 66TH AVE,3,2020,20-44263
Break and Enter - Residence,7300 130TH ST,3,2020,20-44935
Break and Enter - Residence,7200 124TH ST,3,2020,20-45940
Break and Enter - Residence,13900 80B AVE,3,2020,20-48533
Break and Enter - Business,19500 92ND AVE,2,2020,20-32664
Break and Enter - Business,17500 64TH AVE,3,2020,20-32705
Break and Enter - Business,19500 64TH AVE,3,2020,20-33055
Break and Enter - Business,5400 PRODUCTION BLVD,3,2020,20-33144
Break and Enter - Business,5600 176TH ST,3,2020,20-33189
Break and Enter - Business,5500 180TH ST,3,2020,20-34302
Break and Enter - Business,5500 180TH ST,3,2020,20-36609
Break and Enter - Business,19400 TELEGRAPH TR,3,2020,20-37017
Break and Enter - Business,19000 94TH AVE,3,2020,20-37472
Break and Enter - Business,5900 176A ST,3,2020,20-37514
Break and Enter - Business,17600 57TH AVE,3,2020,20-38111
Break and Enter - Business,6300 168TH ST,3,2020,20-38604
Break and Enter - Business,17600 58TH AVE,3,2020,20-39347
Break and Enter - Business,9600 187TH ST,3,2020,20-40823
Break and Enter - Business,19400 54TH AVE,3,2020,20-41173
Break and Enter - Business,5900 177B ST,3,2020,20-41357
Break and Enter - Business,19500 60TH AVE,3,2020,20-44093
Break and Enter - Business,9300 193RD ST,3,2020,20-44303
Break and Enter - Business,6500 177B ST,3,2020,20-44550
Break and Enter - Business,16400 64TH AVE,3,2020,20-44571
Break and Enter - Business,5500 192ND ST,3,2020,20-48115
Break and Enter - Residence,7700 184TH ST,3,2020,20-34052
Break and Enter - Residence,6500 187TH ST,3,2020,20-36505
Break and Enter - Residence,7200 189TH ST,3,2020,20-36546
Break and Enter - Residence,18200 58A AVE,3,2020,20-39258
Break and Enter - Residence,6100 192ND ST,3,2020,20-41771
Break and Enter - Residence,5600 177B ST,3,2020,20-42436
Break and Enter - Residence,7000 179A ST,3,2020,20-42515
Break and Enter - Residence,6200 186TH ST,3,2020,20-47272
Break and Enter - Residence,6100 190TH ST,3,2020,20-47487
Break and Enter - Business,19000 34A AVE,3,2020,20-34295
Break and Enter - Business,2200 160TH ST,3,2020,20-34901
Break and Enter - Business,15600 MARINE DR,3,2020,20-35690
Break and Enter - Business,19000 26TH AVE,3,2020,20-36000
Break and Enter - Business,18400 16TH AVE,3,2020,20-36416
Break and Enter - Business,2500 192ND ST,3,2020,20-36513
Break and Enter - Business,2500 188TH ST,3,2020,20-37440
Break and Enter - Business,19000 39TH AVE,3,2020,20-38031
Break and Enter - Business,19000 27TH AVE,3,2020,20-38430
Break and Enter - Business,2000 152ND ST,3,2020,20-39773
Break and Enter - Business,1800 152ND ST,3,2020,20-39791
Break and Enter - Business,3200 140TH ST,3,2020,20-42984
Break and Enter - Business,16000 24TH AVE,3,2020,20-43585
Break and Enter - Business,12800 16TH AVE,3,2020,20-44509
Break and Enter - Business,24TH AVE / 152ND ST,3,2020,20-45626
Break and Enter - Business,15000 32ND AVE,3,2020,20-45719
Break and Enter - Business,19300 24TH AVE,3,2020,20-46991
Break and Enter - Business,1900 152ND ST,3,2020,20-47026
Break and Enter - Business,19000 26TH AVE,3,2020,20-47217
Break and Enter - Business,2300 KING GEORGE BLVD,3,2020,20-47410
Break and Enter - Business,1700 LILAC DR,3,2020,20-36962
Break and Enter - Residence,13300 26TH AVE,3,2020,20-32125
Break and Enter - Residence,18600 32ND AVE,3,2020,20-32464
Break and Enter - Residence,2700 158TH ST,3,2020,20-33628
Break and Enter - Residence,3300 168TH ST,2,2020,20-34419
Break and Enter - Residence,15500 16TH AVE,3,2020,20-35278
Break and Enter - Residence,1900 127TH ST,3,2020,20-800122
Break and Enter - Residence,3600 DEVONSHIRE DR,3,2020,20-35759
Break and Enter - Residence,3900 156TH ST,3,2020,20-36596
Break and Enter - Residence,1700 LILAC DR,3,2020,20-36962
Break and Enter - Residence,12400 22ND AVE,3,2020,20-39801
Break and Enter - Residence,1700 KING GEORGE BLVD,3,2020,20-40906
Break and Enter - Residence,2500 152ND ST,3,2020,20-41601
Break and Enter - Residence,3500 164TH ST,3,2020,20-44575
Break and Enter - Residence,15200 36TH AVE,3,2020,20-45217
Break and Enter - Residence,1800 SOUTHMERE CRES E,3,2020,20-46303
Break and Enter - Residence,15700 38A AVE,3,2020,20-46606
Break and Enter - Residence,16700 EDGEWOOD DR,3,2020,20-47696
Break and Enter - Residence,1900 148TH ST,3,2020,20-35881
Theft from Motor Vehicle,12400 80TH AVE,2,2020,20-36562
Theft from Motor Vehicle,7900 KING GEORGE BLVD,3,2020,20-41645
Theft from Motor Vehicle,6800 151A ST,3,2020,20-46347
Theft from Motor Vehicle,17400 59TH AVE,2,2020,20-33740
Theft from Motor Vehicle,5800 168TH ST,3,2020,20-48515
Theft from Motor Vehicle,5500 180TH ST,3,2020,20-36609
Theft from Motor Vehicle,2800 158TH ST,3,2020,20-44648
Theft from Motor Vehicle,3100 190TH ST,3,2020,20-47508
Shoplifting,13600 102ND AVE,3,2020,20-41014
Theft of Motor Vehicle,13400 KING GEORGE BLVD,2,2020,20-33151
Theft of Motor Vehicle,13400 KING GEORGE BLVD,3,2020,20-33203
Theft of Motor Vehicle,12300 PATTULLO PL,2,2020,20-34273
Theft of Motor Vehicle,121ST ST / 93A AVE,3,2020,20-34861
Theft of Motor Vehicle,10500 SCOTT RD,3,2020,20-35011
Theft of Motor Vehicle,10100 KING GEORGE BLVD,3,2020,20-35767
Theft of Motor Vehicle,10200 127A ST,3,2020,20-36992
Theft of Motor Vehicle,13500 106TH AVE,3,2020,20-38042
Theft of Motor Vehicle,10700 139TH ST,3,2020,20-39873
Theft of Motor Vehicle,9100 142A ST,3,2020,20-41944
Theft of Motor Vehicle,8800 144TH ST,3,2020,20-47225
Theft of Motor Vehicle,12600 90A AVE,3,2020,20-47454
Theft of Motor Vehicle,11700 RIVER RD,3,2020,20-48529
Theft of Motor Vehicle,WINRAM RD / 124TH ST,3,2020,20-37852
Theft of Motor Vehicle,12900 116A AVE,3,2020,20-47193
Theft of Motor Vehicle,10300 125A ST,3,2020,20-42373
Theft of Motor Vehicle,10300 KING GEORGE BLVD,3,2020,20-42117
Theft of Motor Vehicle,12000 100A AVE,3,2020,20-32209
Theft of Motor Vehicle,13300 CENTRAL AVE,3,2020,20-800110
Theft of Motor Vehicle,13500 105TH AVE,2,2020,20-34316
Theft of Motor Vehicle,13400 104TH AVE,3,2020,20-35304
Theft of Motor Vehicle,13400 90TH AVE,3,2020,20-35449
Theft of Motor Vehicle,12500 110TH AVE,3,2020,20-36208
Theft of Motor Vehicle,KING GEORGE BLVD / 98A AVE,3,2020,20-37225
Theft of Motor Vehicle,13300 105TH AVE,3,2020,20-38204
Theft of Motor Vehicle,9900 140TH ST,3,2020,20-39985
Theft of Motor Vehicle,10200 133RD ST,3,2020,20-41332
Theft of Motor Vehicle,13000 112TH AVE,3,2020,20-43465
Theft of Motor Vehicle,102ND AVE / CITY PKWY,3,2020,20-44461
Theft of Motor Vehicle,9300 133A ST,3,2020,20-45526
Theft of Motor Vehicle,13300 105A AVE,3,2020,20-45536
Theft of Motor Vehicle,13000 OLD YALE RD,3,2020,20-45983
Theft of Motor Vehicle,13300 CENTRAL AVE,3,2020,20-33727
Theft of Motor Vehicle,12000 OLD YALE RD,3,2020,20-35466
Theft of Motor Vehicle,11400 ROYAL CRES,3,2020,20-42423
Theft of Motor Vehicle,13100 98TH AVE,3,2020,20-43556
Theft of Motor Vehicle,14000 90TH AVE,3,2020,20-44092
Theft of Motor Vehicle,13800 101ST AVE,3,2020,20-40039
Theft of Motor Vehicle,8600 158TH ST,3,2020,20-38998
Theft of Motor Vehicle,152ND ST / 100TH AVE,3,2020,20-39129
Theft of Motor Vehicle,15500 103A AVE,3,2020,20-39562
Theft of Motor Vehicle,15300 96TH AVE,3,2020,20-41285
Theft of Motor Vehicle,14500 80B AVE,3,2020,20-44000
Theft of Motor Vehicle,8200 146TH ST,3,2020,20-46628
Theft of Motor Vehicle,16500 78TH AVE,3,2020,20-47195
Theft of Motor Vehicle,14800 HOLLY PARK LANE,3,2020,20-48310
Theft of Motor Vehicle,15800 104TH AVE,3,2020,20-36408
Theft of Motor Vehicle,10200 150TH ST,3,2020,20-42219
Theft of Motor Vehicle,11100 WALLACE DR,3,2020,20-43010
Theft of Motor Vehicle,8300 151ST ST,3,2020,20-43047
Theft of Motor Vehicle,9900 149TH ST,3,2020,20-34373
Theft of Motor Vehicle,14900 KEW DR,3,2020,20-36045
Theft of Motor Vehicle,16000 80A AVE,3,2020,20-37569
Theft of Motor Vehicle,10700 150TH ST,3,2020,20-45304
Theft of Motor Vehicle,10000 148TH ST,3,2020,20-800156
Theft of Motor Vehicle,15200 105TH AVE,3,2020,20-47106
Theft of Motor Vehicle,8600 MILTON DR,3,2020,20-47366
Theft of Motor Vehicle,14800 86TH AVE,3,2020,20-47390
Theft of Motor Vehicle,8900 151ST ST,3,2020,20-48260
Theft of Motor Vehicle,14700 110TH AVE,3,2020,20-32105
Theft of Motor Vehicle,8600 158TH ST,3,2020,20-32599
Theft of Motor Vehicle,13600 112TH AVE,3,2020,20-35416
Theft of Motor Vehicle,13800 HANSEN RD,3,2020,20-41121
Theft of Motor Vehicle,8300 146A ST,3,2020,20-42672
Theft of Motor Vehicle,15400 99A AVE,3,2020,20-47985
Theft of Motor Vehicle,15600 92ND AVE,3,2020,20-40500
Theft of Motor Vehicle,15000 90A AVE,3,2020,20-47465
Theft of Motor Vehicle,13700 72ND AVE,3,2020,20-32144
Theft of Motor Vehicle,6700 150TH ST,3,2020,20-34845
Theft of Motor Vehicle,7100 133RD ST,3,2020,20-37288
Theft of Motor Vehicle,12200 80B AVE,3,2020,20-37541
Theft of Motor Vehicle,7100 KING GEORGE BLVD,2,2020,20-38084
Theft of Motor Vehicle,6900 135TH ST,3,2020,20-38585
Theft of Motor Vehicle,7100 133RD ST,3,2020,20-40113
Theft of Motor Vehicle,13300 76TH AVE,3,2020,20-43597
Theft of Motor Vehicle,13400 78TH AVE,3,2020,20-47322
Theft of Motor Vehicle,72ND AVE / 122ND ST,3,2020,20-47357
Theft of Motor Vehicle,14000 82ND AVE,3,2020,20-48504
Theft of Motor Vehicle,15100 62A AVE,3,2020,20-32577
Theft of Motor Vehicle,8600 130TH ST,3,2020,20-40832
Theft of Motor Vehicle,14600 67A AVE,3,2020,20-46412
Theft of Motor Vehicle,13600 76TH AVE,3,2020,20-35816
Theft of Motor Vehicle,13200 62B AVE,2,2020,20-33207
Theft of Motor Vehicle,13300 76TH AVE,3,2020,20-34677
Theft of Motor Vehicle,5300 KING GEORGE BLVD,3,2020,20-37099
Theft of Motor Vehicle,7400 124TH ST,3,2020,20-39357
Theft of Motor Vehicle,13300 76TH AVE,3,2020,20-39882
Theft of Motor Vehicle,14800 61ST AVE,3,2020,20-41509
Theft of Motor Vehicle,15000 72ND AVE,3,2020,20-43060
Theft of Motor Vehicle,8200 129TH ST,3,2020,20-43737
Theft of Motor Vehicle,13300 78TH AVE,3,2020,20-44021
Theft of Motor Vehicle,13400 71ST AVE,3,2020,20-44255
Theft of Motor Vehicle,7500 123A ST,3,2020,20-44610
Theft of Motor Vehicle,14500 68TH AVE,3,2020,20-47973
Theft of Motor Vehicle,7700 148TH ST,2,2020,20-40392
Theft of Motor Vehicle,13000 84TH AVE,3,2020,20-43898
Theft of Motor Vehicle,12900 65TH AVE,3,2020,20-44086
Theft of Motor Vehicle,128TH ST / 76A AVE,3,2020,20-36768
Theft of Motor Vehicle,6600 152ND ST,3,2020,20-44150
Theft of Motor Vehicle,13400 64TH AVE,3,2020,20-36031
Theft of Motor Vehicle,19300 62A AVE,3,2020,20-39323
Theft of Motor Vehicle,54TH AVE / 189A ST,3,2020,20-39488
Theft of Motor Vehicle,164B ST / 61ST AVE,3,2020,20-40115
Theft of Motor Vehicle,18500 96TH AVE,3,2020,20-42038
Theft of Motor Vehicle,17100 85A AVE,3,2020,20-48249
Theft of Motor Vehicle,6100 192ND ST,3,2020,20-41771
Theft of Motor Vehicle,5800 186A ST,2,2020,20-32156
Theft of Motor Vehicle,19300 56TH AVE,3,2020,20-36545
Theft of Motor Vehicle,18900 BLOCK 69A AVE,3,2020,20-40340
Theft of Motor Vehicle,9600 187TH ST,3,2020,20-40823
Theft of Motor Vehicle,19100 70TH AVE,2,2020,20-32790
Theft of Motor Vehicle,17000 60TH AVE,3,2020,20-34835
Theft of Motor Vehicle,19500 92ND AVE,2,2020,20-32664
Theft of Motor Vehicle,5800 177B ST,3,2020,20-38114
Theft of Motor Vehicle,67TH AVE / 185A ST,3,2020,20-42429
Theft of Motor Vehicle,194TH ST / 68TH AVE,3,2020,20-45127
Theft of Motor Vehicle,18600 52ND AVE,3,2020,20-39820
Theft of Motor Vehicle,18300 60TH AVE,3,2020,20-44563
Theft of Motor Vehicle,15100 27B AVE,2,2020,20-33440
Theft of Motor Vehicle,12200 GARDINER ST,3,2020,20-33664
Theft of Motor Vehicle,19000 25TH AVE,3,2020,20-34894
Theft of Motor Vehicle,4200 KING GEORGE BLVD,3,2020,20-34986
Theft of Motor Vehicle,12600 19TH AVE,3,2020,20-38048
Theft of Motor Vehicle,16100 13TH AVE,3,2020,20-46263
Theft of Motor Vehicle,2800 152ND ST,3,2020,20-47558
Theft of Motor Vehicle,3500 164TH ST,3,2020,20-44575
Theft of Motor Vehicle,3100 KING GEORGE BLVD,3,2020,20-32260
Theft of Motor Vehicle,2400 123A ST,1,2020,20-33683
Theft of Motor Vehicle,19000 39TH AVE,3,2020,20-38213
Theft of Motor Vehicle,14800 34TH AVE,3,2020,20-44582
Theft of Motor Vehicle,15800 24TH AVE,3,2020,20-45541
Theft of Motor Vehicle,2800 176TH ST,3,2020,20-46079
Theft of Motor Vehicle,3000 KING GEORGE BLVD,3,2020,20-44244
Theft of Motor Vehicle,15900 26TH AVE,3,2020,20-47984
Theft of Motor Vehicle,3100 190TH ST,3,2020,20-40837
Theft of Motor Vehicle,2900 NORTHCREST DR,3,2020,20-41518
Theft of Motor Vehicle,128TH ST / 13TH AVE,3,2020,20-32109
Theft of Motor Vehicle,1700 130TH ST,3,2020,20-32222
Theft of Motor Vehicle,18200 16TH AVE,3,2020,20-32426
Theft of Motor Vehicle,19000 26TH AVE,3,2020,20-33005
Theft of Motor Vehicle,14700 34A AVE,3,2020,20-33326
Theft of Motor Vehicle,32ND AVE / 176TH ST,2,2020,20-33782
Theft of Motor Vehicle,19000 25TH AVE,3,2020,20-35453
Theft of Motor Vehicle,2200 160TH ST,3,2020,20-41741
Theft of Motor Vehicle,19000 26TH AVE,3,2020,20-42129
Theft of Motor Vehicle,100 172ND ST,2,2020,20-32344
Theft of Motor Vehicle,18900 16TH AVE,3,2020,20-39932
Theft from Motor Vehicle,11000 SCOTT RD,2,2020,20-26095
Theft from Motor Vehicle,10400 WHALLEY BLVD,2,2020,20-30409
Theft from Motor Vehicle,115TH AVE / 132ND ST,2,2020,20-30766
Theft from Motor Vehicle,13100 104TH AVE,2,2020,20-31308
Theft from Motor Vehicle,132A ST / RAVINE RD,3,2020,20-32060
Theft from Motor Vehicle,9500 128TH ST,2,2020,20-32608
Theft from Motor Vehicle,100TH AVE / 128TH ST,2,2020,20-32850
Theft from Motor Vehicle,10200 CITY PKWY,3,2020,20-32867
Theft from Motor Vehicle,10200 CITY PKWY,3,2020,20-32873
Theft from Motor Vehicle,13400 96TH AVE,3,2020,20-32885
Theft from Motor Vehicle,10200 132ND ST,3,2020,20-32965
Theft from Motor Vehicle,13900 100TH AVE,3,2020,20-32969
Theft from Motor Vehicle,13400 111A AVE,3,2020,20-33107
Theft from Motor Vehicle,10600 KING GEORGE BLVD,3,2020,20-33173
Theft from Motor Vehicle,13900 100TH AVE,3,2020,20-33269
Theft from Motor Vehicle,10000 KING GEORGE BLVD,3,2020,20-33285
Theft from Motor Vehicle,10500 BLOCK 124TH ST,3,2020,20-33368
Theft from Motor Vehicle,13700 93A AVE,3,2020,20-33483
Theft from Motor Vehicle,10200 UNIVERSITY DR,3,2020,20-33621
Theft from Motor Vehicle,110TH AVE / 126A ST,3,2020,20-33653
Theft from Motor Vehicle,13700 107A AVE,3,2020,20-33824
Theft from Motor Vehicle,13000 111TH AVE,3,2020,20-33833
Theft from Motor Vehicle,13900 ANTRIM RD,3,2020,20-33952
Theft from Motor Vehicle,12900 111TH AVE,3,2020,20-34002
Theft from Motor Vehicle,12700 110TH AVE,3,2020,20-34042
Theft from Motor Vehicle,12500 110TH AVE,3,2020,20-34073
Theft from Motor Vehicle,13400 KING GEORGE BLVD,3,2020,20-34214
Theft from Motor Vehicle,9500 PRINCE CHARLES BLVD,3,2020,20-34270
Theft from Motor Vehicle,12800 92A AVE,3,2020,20-34466
Theft from Motor Vehicle,12700 110TH AVE,3,2020,20-34554
Theft from Motor Vehicle,10200 127A ST,3,2020,20-34884
Theft from Motor Vehicle,10100 121A ST,3,2020,20-34919
Theft from Motor Vehicle,13800 LAUREL DR,3,2020,20-34921
Theft from Motor Vehicle,125B ST / OLD YALE RD,3,2020,20-35048
Theft from Motor Vehicle,8900 QUEEN MARY BLVD,3,2020,20-35373
Theft from Motor Vehicle,13400 KING GEORGE BLVD,3,2020,20-35402
Theft from Motor Vehicle,13000 110TH AVE,3,2020,20-35485
Theft from Motor Vehicle,14200 89A AVE,3,2020,20-35603
Theft from Motor Vehicle,9800 140TH ST,3,2020,20-35662
Theft from Motor Vehicle,9000 KING GEORGE BLVD,3,2020,20-35998
Theft from Motor Vehicle,13600 111TH AVE,3,2020,20-36091
Theft from Motor Vehicle,10700 127TH ST,3,2020,20-36106
Theft from Motor Vehicle,13000 110TH AVE,3,2020,20-36164
Theft from Motor Vehicle,9300 132A ST,3,2020,20-36402
Theft from Motor Vehicle,13100 BALLOCH DR,3,2020,20-36440
Theft from Motor Vehicle,10200 GRACE RD,3,2020,20-36473
Theft from Motor Vehicle,14600 90TH AVE,3,2020,20-36477
Theft from Motor Vehicle,10700 KING GEORGE BLVD,3,2020,20-36527
Theft from Motor Vehicle,10100 KING GEORGE BLVD,3,2020,20-36903
Theft from Motor Vehicle,10200 127A ST,3,2020,20-36967
Theft from Motor Vehicle,13600 94A AVE,3,2020,20-37034
Theft from Motor Vehicle,9900 127B ST,3,2020,20-37080
Theft from Motor Vehicle,10100 139TH ST,3,2020,20-37076
Theft from Motor Vehicle,9400 128TH ST,3,2020,20-37325
Theft from Motor Vehicle,12000 92A AVE,3,2020,20-37507
Theft from Motor Vehicle,13800 LAUREL DR,3,2020,20-37562
Theft from Motor Vehicle,13500 NORDSUN RD,3,2020,20-37563
Theft from Motor Vehicle,13600 GROSVENOR RD,3,2020,20-37572
Theft from Motor Vehicle,9300 MONKLAND PL,3,2020,20-37586
Theft from Motor Vehicle,13100 92ND AVE,1,2020,20-37674
Theft from Motor Vehicle,13700 94A AVE,3,2020,20-37754
Theft from Motor Vehicle,13600 94A AVE,3,2020,20-37763
Theft from Motor Vehicle,9600 134TH ST,3,2020,20-37962
Theft from Motor Vehicle,13700 96TH AVE,3,2020,20-38098
Theft from Motor Vehicle,10700 139TH ST,3,2020,20-38099
Theft from Motor Vehicle,10600 125A ST,3,2020,20-38129
Theft from Motor Vehicle,11200 132ND ST,3,2020,20-38599
Theft from Motor Vehicle,13400 CENTRAL AVE,3,2020,20-38612
Theft from Motor Vehicle,13500 106TH AVE,3,2020,20-38630
Theft from Motor Vehicle,134A ST / 105TH AVE,3,2020,20-38772
Theft from Motor Vehicle,10200 132ND ST,3,2020,20-39387
Theft from Motor Vehicle,10500 UNIVERSITY DR,3,2020,20-39874
Theft from Motor Vehicle,13400 103A AVE,3,2020,20-39934
Theft from Motor Vehicle,13000 112TH AVE,3,2020,20-39996
Theft from Motor Vehicle,10100 137A ST,3,2020,20-40334
Theft from Motor Vehicle,12000 104TH AVE,3,2020,20-40387
Theft from Motor Vehicle,9900 140TH ST,3,2020,20-40422
Theft from Motor Vehicle,13400 96TH AVE,3,2020,20-40474
Theft from Motor Vehicle,10000 WHALLEY BLVD,3,2020,20-40863
Theft from Motor Vehicle,12000 96TH AVE,3,2020,20-40914
Theft from Motor Vehicle,10400 WHALLEY BLVD,3,2020,20-40926
Theft from Motor Vehicle,9600 134TH ST,3,2020,20-41057
Theft from Motor Vehicle,13500 102ND AVE,3,2020,20-41292
Theft from Motor Vehicle,10200 133RD ST,3,2020,20-41330
Theft from Motor Vehicle,102ND AVE / KING GEORGE BLVD,3,2020,20-41694
Theft from Motor Vehicle,13600 102ND AVE,3,2020,20-41947
Theft from Motor Vehicle,13900 TALLON PL,3,2020,20-41963
Theft from Motor Vehicle,12700 103RD AVE,3,2020,20-42033
Theft from Motor Vehicle,14200 90TH AVE,3,2020,20-42051
Theft from Motor Vehicle,13700 104TH AVE,3,2020,20-42078
Theft from Motor Vehicle,10600 KING GEORGE BLVD,3,2020,20-42168
Theft from Motor Vehicle,9700 116TH ST,3,2020,20-42402
Theft from Motor Vehicle,13100 108TH AVE,3,2020,20-42431
Theft from Motor Vehicle,13700 101ST AVE,3,2020,20-42632
Theft from Motor Vehicle,10800 SCOTT RD,3,2020,20-42648
Theft from Motor Vehicle,13700 BENTLEY RD,3,2020,20-43044
Theft from Motor Vehicle,13500 CRESTVIEW DR,3,2020,20-43259
Theft from Motor Vehicle,12700 102ND AVE,3,2020,20-44007
Theft from Motor Vehicle,11000 136TH ST,3,2020,20-44208
Theft from Motor Vehicle,9900 KING GEORGE BLVD,3,2020,20-44290
Theft from Motor Vehicle,13700 107A AVE,3,2020,20-44319
Theft from Motor Vehicle,12700 103RD AVE,3,2020,20-44370
Theft from Motor Vehicle,10200 127A ST,3,2020,20-44389
Theft from Motor Vehicle,10500 132ND ST,3,2020,20-44401
Theft from Motor Vehicle,9900 133A ST,3,2020,20-44565
Theft from Motor Vehicle,9300 PRINCE CHARLES BLVD,3,2020,20-44611
Theft from Motor Vehicle,14200 89A AVE,3,2020,20-44787
Theft from Motor Vehicle,13700 96TH AVE,3,2020,20-44828
Theft from Motor Vehicle,9300 122ND ST,3,2020,20-45186
Theft from Motor Vehicle,FRASER HWY / 140TH ST,3,2020,20-45373
Theft from Motor Vehicle,13100 110TH AVE,3,2020,20-45392
Theft from Motor Vehicle,11200 135TH ST,3,2020,20-45727
Theft from Motor Vehicle,13600 108TH AVE,2,2020,20-46097
Theft from Motor Vehicle,13600 108TH AVE,2,2020,20-46166
Theft from Motor Vehicle,9500 127TH ST,3,2020,20-46191
Theft from Motor Vehicle,121ST ST / 103A AVE,3,2020,20-46216
Theft from Motor Vehicle,13500 HILTON RD,3,2020,20-46523
Theft from Motor Vehicle,13300 98TH AVE,3,2020,20-46555
Theft from Motor Vehicle,130TH ST / 88TH AVE,3,2020,20-46625
Theft from Motor Vehicle,9600 134TH ST,3,2020,20-46766
Theft from Motor Vehicle,13700 102ND AVE,3,2020,20-46978
Theft from Motor Vehicle,10300 KING GEORGE BLVD,3,2020,20-46980
Theft from Motor Vehicle,13800 GROSVENOR RD,3,2020,20-47123
Theft from Motor Vehicle,12400 99TH AVE,3,2020,20-47234
